"uuid","muniid","municipality","hosp_number","population","hosp_number_per_inhabitants","date"
"779-20200403","779","Geertruidenberg",9,21538,41.8,"2020-04-03"
"1771-20200403","1771","Geldrop-Mierlo",18,39733,45.3,"2020-04-03"
"1652-20200403","1652","Gemert-Bakel",59,30725,192,"2020-04-03"
"907-20200403","907","Gennep",11,16924,65,"2020-04-03"
"784-20200403","784","Gilze en Rijen",15,26438,56.7,"2020-04-03"
"1924-20200403","1924","Goeree-Overflakkee",32,50049,63.9,"2020-04-03"
"664-20200403","664","Goes",8,38080,21,"2020-04-03"
"785-20200403","785","Goirle",20,23906,83.7,"2020-04-03"
"1942-20200403","1942","Gooise Meren",15,58041,25.8,"2020-04-03"
"512-20200403","512","Gorinchem",10,37009,27,"2020-04-03"
"513-20200403","513","Gouda",18,73443,24.5,"2020-04-03"
"786-20200403","786","Grave",13,12437,104.5,"2020-04-03"
"14-20200403","14","Groningen",12,232922,5.2,"2020-04-03"
"1729-20200403","1729","Gulpen-Wittem",10,14176,70.5,"2020-04-03"
"158-20200403","158","Haaksbergen",6,24309,24.7,"2020-04-03"
"788-20200403","788","Haaren",14,14371,97.4,"2020-04-03"
"392-20200403","392","Haarlem",34,162961,20.9,"2020-04-03"
"394-20200403","394","Haarlemmermeer",38,156039,24.4,"2020-04-03"
"1655-20200403","1655","Halderberge",9,30277,29.7,"2020-04-03"
"160-20200403","160","Hardenberg",10,60940,16.4,"2020-04-03"
"243-20200403","243","Harderwijk",8,48429,16.5,"2020-04-03"
"523-20200403","523","Hardinxveld-Giessendam",1,18295,5.5,"2020-04-03"
"72-20200403","72","Harlingen",2,15720,12.7,"2020-04-03"
"244-20200403","244","Hattem",5,12213,40.9,"2020-04-03"
"396-20200403","396","Heemskerk",18,39188,45.9,"2020-04-03"
"397-20200403","397","Heemstede",6,27239,22,"2020-04-03"
"246-20200403","246","Heerde",19,18587,102.2,"2020-04-03"
"74-20200403","74","Heerenveen",9,50494,17.8,"2020-04-03"
"398-20200403","398","Heerhugowaard",21,57592,36.5,"2020-04-03"
"917-20200403","917","Heerlen",72,87057,82.7,"2020-04-03"
"1658-20200403","1658","Heeze-Leende",7,16150,43.3,"2020-04-03"
"399-20200403","399","Heiloo",7,23974,29.2,"2020-04-03"
"163-20200403","163","Hellendoorn",5,35923,13.9,"2020-04-03"
"530-20200403","530","Hellevoetsluis",7,40158,17.4,"2020-04-03"
"794-20200403","794","Helmond",52,92432,56.3,"2020-04-03"
"531-20200403","531","Hendrik-Ido-Ambacht",3,31204,9.6,"2020-04-03"
"164-20200403","164","Hengelo",9,81147,11.1,"2020-04-03"
"1966-20200403","1966","Het Hogeland",5,47834,10.5,"2020-04-03"
"252-20200403","252","Heumen",11,16450,66.9,"2020-04-03"
"797-20200403","797","Heusden",31,44699,69.4,"2020-04-03"
"534-20200403","534","Hillegom",5,22208,22.5,"2020-04-03"
"798-20200403","798","Hilvarenbeek",6,15514,38.7,"2020-04-03"
"402-20200403","402","Hilversum",17,90883,18.7,"2020-04-03"
"1963-20200403","1963","Hoeksche Waard",42,87461,48,"2020-04-03"
"1735-20200403","1735","Hof van Twente",10,35013,28.6,"2020-04-03"
"1911-20200403","1911","Hollands Kroon",22,48434,45.4,"2020-04-03"
"118-20200403","118","Hoogeveen",7,55697,12.6,"2020-04-03"
"405-20200403","405","Hoorn",18,73232,24.6,"2020-04-03"
"1507-20200403","1507","Horst aan de Maas",33,42433,77.8,"2020-04-03"
"321-20200403","321","Houten",13,50146,25.9,"2020-04-03"
"406-20200403","406","Huizen",12,41273,29.1,"2020-04-03"
"677-20200403","677","Hulst",4,27556,14.5,"2020-04-03"
"353-20200403","353","IJsselstein",23,34110,67.4,"2020-04-03"
"1884-20200403","1884","Kaag en Braassem",5,27300,18.3,"2020-04-03"
"166-20200403","166","Kampen",38,54340,69.9,"2020-04-03"
"678-20200403","678","Kapelle",1,12691,7.9,"2020-04-03"
"537-20200403","537","Katwijk",12,65754,18.2,"2020-04-03"
"928-20200403","928","Kerkrade",33,45744,72.1,"2020-04-03"
"1598-20200403","1598","Koggenland",6,22752,26.4,"2020-04-03"
"542-20200403","542","Krimpen aan den IJssel",4,29533,13.5,"2020-04-03"
"1931-20200403","1931","Krimpenerwaard",28,56319,49.7,"2020-04-03"
"1659-20200403","1659","Laarbeek",25,22530,111,"2020-04-03"
"1685-20200403","1685","Landerd",23,15730,146.2,"2020-04-03"
"882-20200403","882","Landgraaf",27,37457,72.1,"2020-04-03"
"415-20200403","415","Landsmeer",3,11492,26.1,"2020-04-03"
"416-20200403","416","Langedijk",10,28157,35.5,"2020-04-03"
"1621-20200403","1621","Lansingerland",20,62396,32.1,"2020-04-03"
"417-20200403","417","Laren",7,11274,62.1,"2020-04-03"
"80-20200403","80","Leeuwarden",24,124058,19.3,"2020-04-03"
"546-20200403","546","Leiden",19,125174,15.2,"2020-04-03"
"547-20200403","547","Leiderdorp",6,27059,22.2,"2020-04-03"
"1916-20200403","1916","Leidschendam-Voorburg",9,76553,11.8,"2020-04-03"
"995-20200403","995","Lelystad",30,78619,38.2,"2020-04-03"
"1640-20200403","1640","Leudal",38,35896,105.9,"2020-04-03"
"327-20200403","327","Leusden",5,30399,16.4,"2020-04-03"
"1705-20200403","1705","Lingewaard",18,46606,38.6,"2020-04-03"
"553-20200403","553","Lisse",3,22957,13.1,"2020-04-03"
"262-20200403","262","Lochem",5,33730,14.8,"2020-04-03"
"809-20200403","809","Loon op Zand",17,23407,72.6,"2020-04-03"
"331-20200403","331","Lopik",12,14471,82.9,"2020-04-03"
"24-20200403","24","Loppersum",0,9533,0,"2020-04-03"
"168-20200403","168","Losser",4,22685,17.6,"2020-04-03"
"263-20200403","263","Maasdriel",11,25034,43.9,"2020-04-03"
"1641-20200403","1641","Maasgouw",15,23960,62.6,"2020-04-03"
"556-20200403","556","Maassluis",10,33216,30.1,"2020-04-03"
"935-20200403","935","Maastricht",87,121558,71.6,"2020-04-03"
"420-20200403","420","Medemblik",10,45104,22.2,"2020-04-03"
"938-20200403","938","Meerssen",8,18832,42.5,"2020-04-03"
"1948-20200403","1948","Meierijstad",134,81197,165,"2020-04-03"
"119-20200403","119","Meppel",4,33902,11.8,"2020-04-03"
"687-20200403","687","Middelburg",13,48810,26.6,"2020-04-03"
"1842-20200403","1842","Midden-Delfland",3,19344,15.5,"2020-04-03"
"1731-20200403","1731","Midden-Drenthe",4,33182,12.1,"2020-04-03"
"1952-20200403","1952","Midden-Groningen",4,60804,6.6,"2020-04-03"
"815-20200403","815","Mill en Sint Hubert",6,10941,54.8,"2020-04-03"
"1709-20200403","1709","Moerdijk",7,37136,18.8,"2020-04-03"
"1978-20200403","1978","Molenlanden",13,43931,29.6,"2020-04-03"
"1955-20200403","1955","Montferland",4,36009,11.1,"2020-04-03"
"335-20200403","335","Montfoort",11,13920,79,"2020-04-03"
"944-20200403","944","Mook en Middelaar",3,7847,38.2,"2020-04-03"
"1740-20200403","1740","Neder-Betuwe",26,24342,106.8,"2020-04-03"
"946-20200403","946","Nederweert",24,17022,141,"2020-04-03"
"356-20200403","356","Nieuwegein",21,63461,33.1,"2020-04-03"
"569-20200403","569","Nieuwkoop",5,28809,17.4,"2020-04-03"
"267-20200403","267","Nijkerk",16,43176,37.1,"2020-04-03"
"268-20200403","268","Nijmegen",87,177698,49,"2020-04-03"
"1930-20200403","1930","Nissewaard",23,85237,27,"2020-04-03"
"1970-20200403","1970","Noardeast-Fryslân",4,45251,8.8,"2020-04-03"
"1695-20200403","1695","Noord-Beveland",0,7395,0,"2020-04-03"
"1699-20200403","1699","Noordenveld",1,31242,3.2,"2020-04-03"
"171-20200403","171","Noordoostpolder",8,47262,16.9,"2020-04-03"
"575-20200403","575","Noordwijk",9,43528,20.7,"2020-04-03"
"820-20200403","820","Nuenen, Gerwen en Nederwetten",12,23379,51.3,"2020-04-03"
"302-20200403","302","Nunspeet",19,27845,68.2,"2020-04-03"
"579-20200403","579","Oegstgeest",5,24843,20.1,"2020-04-03"
"823-20200403","823","Oirschot",9,18723,48.1,"2020-04-03"
"824-20200403","824","Oisterwijk",10,26241,38.1,"2020-04-03"
"1895-20200403","1895","Oldambt",1,38213,2.6,"2020-04-03"
"269-20200403","269","Oldebroek",8,23645,33.8,"2020-04-03"
"173-20200403","173","Oldenzaal",10,31832,31.4,"2020-04-03"
"1773-20200403","1773","Olst-Wijhe",6,18251,32.9,"2020-04-03"
"175-20200403","175","Ommen",6,18007,33.3,"2020-04-03"
"1586-20200403","1586","Oost Gelre",2,29623,6.8,"2020-04-03"
"826-20200403","826","Oosterhout",25,55990,44.7,"2020-04-03"
"85-20200403","85","Ooststellingwerf",1,25472,3.9,"2020-04-03"
"431-20200403","431","Oostzaan",4,9733,41.1,"2020-04-03"
"432-20200403","432","Opmeer",1,11837,8.4,"2020-04-03"
"86-20200403","86","Opsterland",5,29742,16.8,"2020-04-03"
"828-20200403","828","Oss",93,91932,101.2,"2020-04-03"
"1509-20200403","1509","Oude IJsselstreek",4,39392,10.2,"2020-04-03"
"437-20200403","437","Ouder-Amstel",4,14029,28.5,"2020-04-03"
"589-20200403","589","Oudewater",16,10226,156.5,"2020-04-03"
"1734-20200403","1734","Overbetuwe",42,47909,87.7,"2020-04-03"
"590-20200403","590","Papendrecht",1,32133,3.1,"2020-04-03"
"1894-20200403","1894","Peel en Maas",117,43420,269.5,"2020-04-03"
"765-20200403","765","Pekela",4,12199,32.8,"2020-04-03"
"1926-20200403","1926","Pijnacker-Nootdorp",10,55329,18.1,"2020-04-03"
"439-20200403","439","Purmerend",44,81233,54.2,"2020-04-03"
"273-20200403","273","Putten",1,24113,4.1,"2020-04-03"
"177-20200403","177","Raalte",18,37709,47.7,"2020-04-03"
"703-20200403","703","Reimerswaal",4,22728,17.6,"2020-04-03"
"274-20200403","274","Renkum",11,31404,35,"2020-04-03"
"339-20200403","339","Renswoude",1,5448,18.4,"2020-04-03"
"1667-20200403","1667","Reusel-De Mierden",6,13110,45.8,"2020-04-03"
"275-20200403","275","Rheden",26,43736,59.4,"2020-04-03"
"340-20200403","340","Rhenen",3,20125,14.9,"2020-04-03"
"597-20200403","597","Ridderkerk",23,46204,49.8,"2020-04-03"
"1742-20200403","1742","Rijssen-Holten",13,38178,34.1,"2020-04-03"
"603-20200403","603","Rijswijk",14,54432,25.7,"2020-04-03"
"1669-20200403","1669","Roerdalen",18,20572,87.5,"2020-04-03"
"957-20200403","957","Roermond",33,58254,56.6,"2020-04-03"
"1674-20200403","1674","Roosendaal",15,77226,19.4,"2020-04-03"
"599-20200403","599","Rotterdam",159,651376,24.4,"2020-04-03"
"277-20200403","277","Rozendaal",1,1705,58.7,"2020-04-03"
"840-20200403","840","Rucphen",5,22873,21.9,"2020-04-03"
"518-20200403","518","s-Gravenhage",115,545163,21.1,"2020-04-03"
"441-20200403","441","Schagen",11,46482,23.7,"2020-04-03"
"279-20200403","279","Scherpenzeel",0,9880,0,"2020-04-03"
"606-20200403","606","Schiedam",23,78739,29.2,"2020-04-03"
"88-20200403","88","Schiermonnikoog",0,947,0,"2020-04-03"
"1676-20200403","1676","Schouwen-Duiveland",7,33858,20.7,"2020-04-03"
"965-20200403","965","Simpelveld",13,10552,123.2,"2020-04-03"
"1702-20200403","1702","Sint Anthonis",15,11672,128.5,"2020-04-03"
"845-20200403","845","Sint-Michielsgestel",15,29203,51.4,"2020-04-03"
"1883-20200403","1883","Sittard-Geleen",63,92422,68.2,"2020-04-03"
"610-20200403","610","Sliedrecht",2,25217,7.9,"2020-04-03"
"1714-20200403","1714","Sluis",4,23217,17.2,"2020-04-03"
"90-20200403","90","Smallingerland",5,56154,8.9,"2020-04-03"
"342-20200403","342","Soest",13,46607,27.9,"2020-04-03"
"847-20200403","847","Someren",19,19376,98.1,"2020-04-03"
"848-20200403","848","Son en Breugel",20,17321,115.5,"2020-04-03"
"37-20200403","37","Stadskanaal",0,31688,0,"2020-04-03"
"180-20200403","180","Staphorst",3,17144,17.5,"2020-04-03"
"532-20200403","532","Stede Broec",13,21734,59.8,"2020-04-03"
"851-20200403","851","Steenbergen",8,24501,32.7,"2020-04-03"
"1708-20200403","1708","Steenwijkerland",8,44139,18.1,"2020-04-03"
"971-20200403","971","Stein",25,25000,100,"2020-04-03"
"1904-20200403","1904","Stichtse Vecht",20,64928,30.8,"2020-04-03"
"1900-20200403","1900","Súdwest-Fryslân",13,89987,14.4,"2020-04-03"
"715-20200403","715","Terneuzen",15,54438,27.6,"2020-04-03"
"93-20200403","93","Terschelling",0,4889,0,"2020-04-03"
"448-20200403","448","Texel",2,13573,14.7,"2020-04-03"
"1525-20200403","1525","Teylingen",8,37426,21.4,"2020-04-03"
"716-20200403","716","Tholen",26,25758,100.9,"2020-04-03"
"281-20200403","281","Tiel",24,42161,56.9,"2020-04-03"
"855-20200403","855","Tilburg",135,219800,61.4,"2020-04-03"
"183-20200403","183","Tubbergen",8,21279,37.6,"2020-04-03"
"1700-20200403","1700","Twenterand",6,33743,17.8,"2020-04-03"
"1730-20200403","1730","Tynaarlo",6,33879,17.7,"2020-04-03"
"737-20200403","737","Tytsjerksteradiel",3,32046,9.4,"2020-04-03"
"856-20200403","856","Uden",80,42122,189.9,"2020-04-03"
"450-20200403","450","Uitgeest",3,13649,22,"2020-04-03"
"451-20200403","451","Uithoorn",9,29466,30.5,"2020-04-03"
"184-20200403","184","Urk",13,21033,61.8,"2020-04-03"
"344-20200403","344","Utrecht",103,357694,28.8,"2020-04-03"
"1581-20200403","1581","Utrechtse Heuvelrug",13,49601,26.2,"2020-04-03"
"981-20200403","981","Vaals",6,10099,59.4,"2020-04-03"
"994-20200403","994","Valkenburg aan de Geul",8,16360,48.9,"2020-04-03"
"858-20200403","858","Valkenswaard",10,31200,32.1,"2020-04-03"
"47-20200403","47","Veendam",1,27387,3.7,"2020-04-03"
"345-20200403","345","Veenendaal",9,66491,13.5,"2020-04-03"
"717-20200403","717","Veere",3,21885,13.7,"2020-04-03"
"861-20200403","861","Veldhoven",14,45458,30.8,"2020-04-03"
"453-20200403","453","Velsen",16,68660,23.3,"2020-04-03"
"983-20200403","983","Venlo",80,101797,78.6,"2020-04-03"
"984-20200403","984","Venray",23,43604,52.7,"2020-04-03"
"1961-20200403","1961","Vijfheerenlanden",15,56816,26.4,"2020-04-03"
"622-20200403","622","Vlaardingen",17,73445,23.1,"2020-04-03"
"96-20200403","96","Vlieland",0,1152,0,"2020-04-03"
"718-20200403","718","Vlissingen",6,44365,13.5,"2020-04-03"
"986-20200403","986","Voerendaal",8,12471,64.1,"2020-04-03"
"626-20200403","626","Voorschoten",6,25603,23.4,"2020-04-03"
"285-20200403","285","Voorst",6,24546,24.4,"2020-04-03"
"865-20200403","865","Vught",27,26554,101.7,"2020-04-03"
"1949-20200403","1949","Waadhoeke",4,46079,8.7,"2020-04-03"
"866-20200403","866","Waalre",3,17454,17.2,"2020-04-03"
"867-20200403","867","Waalwijk",15,48620,30.9,"2020-04-03"
"627-20200403","627","Waddinxveen",7,29293,23.9,"2020-04-03"
"289-20200403","289","Wageningen",8,39673,20.2,"2020-04-03"
"629-20200403","629","Wassenaar",2,26214,7.6,"2020-04-03"
"852-20200403","852","Waterland",8,17422,45.9,"2020-04-03"
"988-20200403","988","Weert",33,50107,65.9,"2020-04-03"
"457-20200403","457","Weesp",5,19729,25.3,"2020-04-03"
"1960-20200403","1960","West Betuwe",17,51198,33.2,"2020-04-03"
"668-20200403","668","West Maas en Waal",9,19320,46.6,"2020-04-03"
"1969-20200403","1969","Westerkwartier",10,63375,15.8,"2020-04-03"
"1701-20200403","1701","Westerveld",3,19460,15.4,"2020-04-03"
"293-20200403","293","Westervoort",4,14973,26.7,"2020-04-03"
"1950-20200403","1950","Westerwolde",4,25796,15.5,"2020-04-03"
"1783-20200403","1783","Westland",29,110357,26.3,"2020-04-03"
"98-20200403","98","Weststellingwerf",2,25916,7.7,"2020-04-03"
"614-20200403","614","Westvoorne",5,14728,33.9,"2020-04-03"
"189-20200403","189","Wierden",2,24440,8.2,"2020-04-03"
"296-20200403","296","Wijchen",32,41124,77.8,"2020-04-03"
"1696-20200403","1696","Wijdemeren",5,24360,20.5,"2020-04-03"
"352-20200403","352","Wijk bij Duurstede",7,23910,29.3,"2020-04-03"
"294-20200403","294","Winterswijk",1,28865,3.5,"2020-04-03"
"873-20200403","873","Woensdrecht",4,21883,18.3,"2020-04-03"
"632-20200403","632","Woerden",27,52294,51.6,"2020-04-03"
"880-20200403","880","Wormerland",11,16299,67.5,"2020-04-03"
"351-20200403","351","Woudenberg",3,13362,22.5,"2020-04-03"
"479-20200403","479","Zaanstad",48,156711,30.6,"2020-04-03"
"297-20200403","297","Zaltbommel",10,28901,34.6,"2020-04-03"
"473-20200403","473","Zandvoort",7,17116,40.9,"2020-04-03"
"50-20200403","50","Zeewolde",5,22656,22.1,"2020-04-03"
"355-20200403","355","Zeist",18,64932,27.7,"2020-04-03"
"299-20200403","299","Zevenaar",24,43740,54.9,"2020-04-03"
"637-20200403","637","Zoetermeer",24,125283,19.2,"2020-04-03"
"638-20200403","638","Zoeterwoude",2,8611,23.2,"2020-04-03"
"1892-20200403","1892","Zuidplas",12,43894,27.3,"2020-04-03"
"879-20200403","879","Zundert",14,21821,64.2,"2020-04-03"
"301-20200403","301","Zutphen",10,47942,20.9,"2020-04-03"
"1896-20200403","1896","Zwartewaterland",21,22690,92.6,"2020-04-03"
"642-20200403","642","Zwijndrecht",11,44741,24.6,"2020-04-03"
"193-20200403","193","Zwolle",33,128831,25.6,"2020-04-03"
"796-20200403","796","'s-Hertogenbosch",80,155113,51.6,"2020-04-03"
"1680-20200403","1680","Aa en Hunze",1,25453,3.9,"2020-04-03"
"358-20200403","358","Aalsmeer",7,31857,22,"2020-04-03"
"197-20200403","197","Aalten",1,27117,3.7,"2020-04-03"
"59-20200403","59","Achtkarspelen",0,27836,0,"2020-04-03"
"482-20200403","482","Alblasserdam",4,20165,19.8,"2020-04-03"
"613-20200403","613","Albrandswaard",5,25589,19.5,"2020-04-03"
"361-20200403","361","Alkmaar",28,109444,25.6,"2020-04-03"
"141-20200403","141","Almelo",13,73080,17.8,"2020-04-03"
"34-20200403","34","Almere",67,211840,31.6,"2020-04-03"
"484-20200403","484","Alphen aan den Rijn",36,111889,32.2,"2020-04-03"
"1723-20200403","1723","Alphen-Chaam",10,10213,97.9,"2020-04-03"
"1959-20200403","1959","Altena",21,55980,37.5,"2020-04-03"
"60-20200403","60","Ameland",0,3718,0,"2020-04-03"
"307-20200403","307","Amersfoort",31,157279,19.7,"2020-04-03"
"362-20200403","362","Amstelveen",33,91691,36,"2020-04-03"
"363-20200403","363","Amsterdam",286,872779,32.8,"2020-04-03"
"200-20200403","200","Apeldoorn",24,163829,14.6,"2020-04-03"
"3-20200403","3","Appingedam",1,11644,8.6,"2020-04-03"
"202-20200403","202","Arnhem",37,161368,22.9,"2020-04-03"
"106-20200403","106","Assen",7,68606,10.2,"2020-04-03"
"743-20200403","743","Asten",7,16734,41.8,"2020-04-03"
"744-20200403","744","Baarle-Nassau",1,6860,14.6,"2020-04-03"
"308-20200403","308","Baarn",7,24873,28.1,"2020-04-03"
"489-20200403","489","Barendrecht",20,48713,41.1,"2020-04-03"
"203-20200403","203","Barneveld",8,59077,13.5,"2020-04-03"
"888-20200403","888","Beek",10,15868,63,"2020-04-03"
"1954-20200403","1954","Beekdaelen",28,35976,77.8,"2020-04-03"
"370-20200403","370","Beemster",2,10025,20,"2020-04-03"
"889-20200403","889","Beesel",11,13483,81.6,"2020-04-03"
"1945-20200403","1945","Berg en Dal",21,34990,60,"2020-04-03"
"1724-20200403","1724","Bergeijk",7,18638,37.6,"2020-04-03"
"893-20200403","893","Bergen (L.)",3,13085,22.9,"2020-04-03"
"373-20200403","373","Bergen (NH.)",11,29844,36.9,"2020-04-03"
"748-20200403","748","Bergen op Zoom",14,67489,20.7,"2020-04-03"
"1859-20200403","1859","Berkelland",1,43748,2.3,"2020-04-03"
"1721-20200403","1721","Bernheze",68,31247,217.6,"2020-04-03"
"753-20200403","753","Best",24,29985,80,"2020-04-03"
"209-20200403","209","Beuningen",15,25891,57.9,"2020-04-03"
"375-20200403","375","Beverwijk",8,41613,19.2,"2020-04-03"
"1728-20200403","1728","Bladel",11,20395,53.9,"2020-04-03"
"376-20200403","376","Blaricum",5,11536,43.3,"2020-04-03"
"377-20200403","377","Bloemendaal",4,23570,17,"2020-04-03"
"1901-20200403","1901","Bodegraven-Reeuwijk",4,34869,11.5,"2020-04-03"
"755-20200403","755","Boekel",27,10784,250.4,"2020-04-03"
"1681-20200403","1681","Borger-Odoorn",2,25558,7.8,"2020-04-03"
"147-20200403","147","Borne",12,23313,51.5,"2020-04-03"
"654-20200403","654","Borsele",3,22738,13.2,"2020-04-03"
"756-20200403","756","Boxmeer",12,29371,40.9,"2020-04-03"
"757-20200403","757","Boxtel",11,30803,35.7,"2020-04-03"
"758-20200403","758","Breda",125,184271,67.8,"2020-04-03"
"501-20200403","501","Brielle",5,17282,28.9,"2020-04-03"
"1876-20200403","1876","Bronckhorst",1,36052,2.8,"2020-04-03"
"213-20200403","213","Brummen",6,20756,28.9,"2020-04-03"
"899-20200403","899","Brunssum",23,27817,82.7,"2020-04-03"
"312-20200403","312","Bunnik",5,15191,32.9,"2020-04-03"
"313-20200403","313","Bunschoten",2,21867,9.1,"2020-04-03"
"214-20200403","214","Buren",6,26742,22.4,"2020-04-03"
"502-20200403","502","Capelle aan den IJssel",23,67151,34.3,"2020-04-03"
"383-20200403","383","Castricum",11,35988,30.6,"2020-04-03"
"109-20200403","109","Coevorden",6,35296,17,"2020-04-03"
"1706-20200403","1706","Cranendonck",41,21166,193.7,"2020-04-03"
"1684-20200403","1684","Cuijk",6,25139,23.9,"2020-04-03"
"216-20200403","216","Culemborg",17,28956,58.7,"2020-04-03"
"148-20200403","148","Dalfsen",9,28585,31.5,"2020-04-03"
"1891-20200403","1891","Dantumadiel",1,18916,5.3,"2020-04-03"
"310-20200403","310","De Bilt",15,43124,34.8,"2020-04-03"
"1940-20200403","1940","De Fryske Marren",11,51567,21.3,"2020-04-03"
"736-20200403","736","De Ronde Venen",17,44457,38.2,"2020-04-03"
"1690-20200403","1690","De Wolden",2,24327,8.2,"2020-04-03"
"503-20200403","503","Delft",23,103659,22.2,"2020-04-03"
"10-20200403","10","Delfzijl",4,24666,16.2,"2020-04-03"
